"ID","Event","Abstract","Type","APAC","Year","Date","Start","End","Speaker","Affiliation","Title","Slides","Video","Abstract_Sanitzed","Missing_Content"
"rinpharma_519","2025 Conference","Having trouble getting your Stan models to behave? This hands-on workshop will explore practical strategies for debugging Stan code, from identifying non-identifiable parameters to improving runtime performance. Participants will gain tools and intuition for building more robust models—skills that extend to a wide range of statistical and stochastic programming tasks.Prerequisite: Familiarity with Stan is recommended.","Workshop",NA,"2025",2025-11-03,"09:30:00","11:30:00","Daniel Lee","Bayesian Ops","Debugging Stan Programs",NA,NA,"Having trouble getting your Stan models to behave? This hands-on workshop will explore practical strategies for debugging Stan code, from identifying non-identifiable parameters to improving runtime performance. Participants will gain tools and intuition for building more robust models—skills that extend to a wide range of statistical and stochastic programming tasks.Prerequisite Familiarity with Stan is recommended.",NA
"rinpharma_520","2025 Conference","There are many benefits to turning your R scripts or functions into a package, like making your code easier to re-use, easier to share with others, easier to document, and easier to test. But the process of writing a package can feel intimidating, especially if you haven't done it before. But it doesn't need to! In this interactive workshop, we'll discuss:* What things you need to make a package and how to create them* How to write functions (in a package-friendly way) and add them to a package* How to write documentation and examples for functions* Best practices for package development* How to share your package with other people* Useful resources. By the end of this workshop, you will have made an R package! The session aims to be introductory, so you don't need any previous experience of building R packages (or even writing functions!) but some basic knowledge of R will be useful. If you're already a seasoned R package developer, you're also welcome to attend and hopefully you'll still pick up a few package development tips!","Workshop",NA,"2025",2025-11-03,"10:00:00","12:00:00","Nicola Rennie","Office for National Statistics","Introduction to building (better) R packages",NA,NA,"There are many benefits to turning your R scripts or functions into a package, like making your code easier to re-use, easier to share with others, easier to document, and easier to test. But the process of writing a package can feel intimidating, especially if you haven't done it before. But it doesn't need to! In this interactive workshop, we'll discuss* What things you need to make a package and how to create them* How to write functions (in a package-friendly way) and add them to a package* How to write documentation and examples for functions* Best practices for package development* How to share your package with other people* Useful resources. By the end of this workshop, you will have made an R package! The session aims to be introductory, so you don't need any previous experience of building R packages (or even writing functions!) but some basic knowledge of R will be useful. If you're already a seasoned R package developer, you're also welcome to attend and hopefully you'll still pick up a few package development tips!",NA
"rinpharma_521","2025 Conference","LLMs are transforming how we write code, build tools, and analyze data, but getting started with directly working with LLM APIs can feel daunting. This workshop will introduce participants to programming with LLM APIs in R using ellmer, an open-source package that makes it easy to work with LLMs from R. We’ll cover the basics of calling LLMs from R, as well as system prompt design, tool calling, and building basic chatbots.
No AI or machine learning background is required—just basic R familiarity. Participants will leave with example scripts they can adapt to their own projects.","Workshop",NA,"2025",2025-11-03,"13:00:00","15:00:00","Sara Altman","Posit","Getting Started with LLM APIs in R",NA,NA,"LLMs are transforming how we write code, build tools, and analyze data, but getting started with directly working with LLM APIs can feel daunting. This workshop will introduce participants to programming with LLM APIs in R using ellmer, an open-source package that makes it easy to work with LLMs from R. We’ll cover the basics of calling LLMs from R, as well as system prompt design, tool calling, and building basic chatbots. No AI or machine learning background is required—just basic R familiarity. Participants will leave with example scripts they can adapt to their own projects.",NA
"rinpharma_522","2025 Conference","Cardinal is an open-source collection of standardized table, listing, and graph (TLG) templates designed to streamline the process of clinical output review, comparison, and meta-analysis—promoting efficient communication to stakeholders while aligning with CDISC’s ARD/ARM efforts.
In this workshop, we’ll introduce the {gtsummary} package for table creation and walk through Cardinal’s growing catalog of TLGs. Participants will get hands-on experience generating key outputs—ideally working on examples that are directly relevant to your own work.
Whether you're new to Cardinal, looking to integrate it into your own workflow, or interested in contributing to the project, this workshop will provide practical insights and real-world applications for modern clinical reporting.","Workshop",NA,"2025",2025-11-03,"15:00:00","17:00:00","Abinaya Yogasekaram | Emily De La Rua","Roche | Roche","Hands on with Cardinal: Harmonizing Clinical Reporting with Open‑Source TLGs",NA,NA,"Cardinal is an open-source collection of standardized table, listing, and graph (TLG) templates designed to streamline the process of clinical output review, comparison, and meta-analysis—promoting efficient communication to stakeholders while aligning with CDISC’s ARD/ARM efforts. In this workshop, we’ll introduce the  gtsummary  package for table creation and walk through Cardinal’s growing catalog of TLGs. Participants will get hands-on experience generating key outputs—ideally working on examples that are directly relevant to your own work. Whether you're new to Cardinal, looking to integrate it into your own workflow, or interested in contributing to the project, this workshop will provide practical insights and real-world applications for modern clinical reporting.",NA
"rinpharma_523","2025 Conference",NA,"Remarks","Y","2025",2025-11-03,"21:00:00","21:10:00","Daniel Sabanés Bové","RCONIS","Opening Remarks",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_524","2025 Conference","For pharmaceutical companies, effective use of data is a critical source of competitiveness. This keynote introduces Shionogi’s data strategy and organizational transformation centered on open-source adoption. By standardizing R/Python-based analytics, fostering cross-functional knowledge sharing, and ensuring reproducibility, we have achieved both efficiency and transparency. The talk will further highlight our governance framework aligned with regulatory requirements and our collaborations with the open-source community, presenting a forward-looking vision for sustainable data-driven innovation in pharma.","Keynote","Y","2025",2025-11-03,"21:10:00","21:50:00","Yoshitake Kitanishi","Shionogi","Open-Source Culture and Data Strategy in SHIONOGI: A New Value-Creation Model for Pharma",NA,"https://youtu.be/HprlbPsj9aw","For pharmaceutical companies, effective use of data is a critical source of competitiveness. This keynote introduces Shionogi’s data strategy and organizational transformation centered on open-source adoption. By standardizing R/Python-based analytics, fostering cross-functional knowledge sharing, and ensuring reproducibility, we have achieved both efficiency and transparency. The talk will further highlight our governance framework aligned with regulatory requirements and our collaborations with the open-source community, presenting a forward-looking vision for sustainable data-driven innovation in pharma.",NA
"rinpharma_525","2025 Conference","In the Life Science Industry, there has been activity over the last few years to embrace Open-Source languages (mainly R) for performing activities which have traditionally been done in SAS. This talk will focus on effective strategies for teaching statistical programmers with experience using SAS in their daily work (SDTM/ADaM/TFL, etc.) how to learn and transition to R. This strategy consists of four key components. The first focuses on the statistical programmer’s prior experience with R–ranging from no exposure at all, to having used it before entering the industry, to maintaining ongoing familiarity. The second component considers the environmental resources available within the company, such as existing R learning materials and whether generative AI tools have been introduced to support the learning process. The Third component reviews the timing of R-related tasks and works backward to determine which aspect to focus on–basic syntax, pharmaverse packages, or task-specific skills. This helps prevent both knowledge decay from inactivity and overload that hinders learning. The final component involves practical exercises where learners reproduce deliverables previously generated in SAS using R. This approach helps bridge the gap between R syntax and practical application, while fostering a sense of achievement through successful replication.","Talk","Y","2025",2025-11-03,"21:50:00","22:10:00","KuenHung Lin","IQVIA","Strategically Assisting Statistical programmers To succeed in R (SAS2R)","https://github.com/rinpharma/2025_presentations/blob/main/talks_folder/2025-Lin-SAS2R.pdf","https://youtu.be/evKPgccUpM4","In the Life Science Industry, there has been activity over the last few years to embrace Open-Source languages (mainly R) for performing activities which have traditionally been done in SAS. This talk will focus on effective strategies for teaching statistical programmers with experience using SAS in their daily work (SDTM/ADaM/TFL, etc.) how to learn and transition to R. This strategy consists of four key components. The first focuses on the statistical programmer’s prior experience with R–ranging from no exposure at all, to having used it before entering the industry, to maintaining ongoing familiarity. The second component considers the environmental resources available within the company, such as existing R learning materials and whether generative AI tools have been introduced to support the learning process. The Third component reviews the timing of R-related tasks and works backward to determine which aspect to focus on–basic syntax, pharmaverse packages, or task-specific skills. This helps prevent both knowledge decay from inactivity and overload that hinders learning. The final component involves practical exercises where learners reproduce deliverables previously generated in SAS using R. This approach helps bridge the gap between R syntax and practical application, while fostering a sense of achievement through successful replication.",NA
"rinpharma_526","2025 Conference","In this session, a organizer from the SAS Users Group Japan explores comprehensive strategies for key-based data integration with R, emphasizing practical comparisons between methods. Attendees will gain insights into the differences and similarities between SAS Merge, SQL Joins, Base R merging , dplyr joins, as well as advanced R tools such as the hash package and rtables. Additionally, the presentation includes specific discussions on data merging practices relevant to CDISC standards, including examples from ADaM and SDTM datasets.","Talk","Y","2025",2025-11-03,"22:10:00","22:30:00","Yutaka Morioka | Yuki Nakagawa","EPS corporation | EPS corporation","Side-by-side by Design: Pharma Data Handling with Merge, Join, Match, and Hash in R","https://github.com/Morioka-Yutaka/RinPharma/blob/1c4d0e0904e60ed6f6b33aea3b55946805767ad2/2025/%5Bver%201.1%5DSide-by-side%20by%20Design%20Pharma%20Data%20Handling%20with%20Merge%2C%20Join%2C%20Match%2C%20and%20Hash%20in%20R.pdf","https://youtu.be/hM8yba-_DU0","In this session, a organizer from the SAS Users Group Japan explores comprehensive strategies for key-based data integration with R, emphasizing practical comparisons between methods. Attendees will gain insights into the differences and similarities between SAS Merge, SQL Joins, Base R merging , dplyr joins, as well as advanced R tools such as the hash package and rtables. Additionally, the presentation includes specific discussions on data merging practices relevant to CDISC standards, including examples from ADaM and SDTM datasets.",NA
"rinpharma_527","2025 Conference","It is important to set-up validation strategy of analysis systems in drug development in pharmaceutical industry. One of the hot topics in open source software(OSS) utilization in this space is R package validation. Risk-based approach of the validation is commonly employed. In this presentation, we summarize the available tools (e.g. riskmetric, etc.) for risk assessment in the approach and discuss the points to consider. This is a presentation by phuse Japan open source technology WG.","Talk","Y","2025",2025-11-03,"22:30:00","22:50:00","Ryo Nakaya","Takeda","Risk Assessment Deep Dive",NA,"https://youtu.be/tGZp07-sjHY","It is important to set-up validation strategy of analysis systems in drug development in pharmaceutical industry. One of the hot topics in open source software(OSS) utilization in this space is R package validation. Risk-based approach of the validation is commonly employed. In this presentation, we summarize the available tools (e.g. riskmetric, etc.) for risk assessment in the approach and discuss the points to consider. This is a presentation by phuse Japan open source technology WG.",NA
"rinpharma_528","2025 Conference",NA,"Schedule only","Y","2025",2025-11-03,"22:50:00","23:20:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_529","2025 Conference","Preparing Data Monitoring Committee (DMC) materials is a critical yet often time-consuming task in clinical trial safety oversight. Traditional workflows, relying heavily on manual copy-pasting across multiple documents, introduce inefficiencies and increase the risk of errors. We present a flexible, template-based automated reporting workflow using R Markdown and the {flextable} package to efficiently generate commonly used tables, figures, and listings in Word or slide formats with predefined formatting and narrative elements. Starting from a customizable template, users can adjust layout, styling, and perform basic data handling. Rather than enforcing strict automation, this approach emphasizes reproducibility and user control— minimizing manual formatting work and errors while enabling tailored, efficient outputs for review and documentation.","Talk","Y","2025",2025-11-03,"23:20:00","23:35:00","Nina Han | Peng Zhang","CIMS Global | CIMS Global","Leverage template-based automated reporting on DMC materials preparation",NA,"https://youtu.be/G9Dk6k1PELA","Preparing Data Monitoring Committee (DMC) materials is a critical yet often time-consuming task in clinical trial safety oversight. Traditional workflows, relying heavily on manual copy-pasting across multiple documents, introduce inefficiencies and increase the risk of errors. We present a flexible, template-based automated reporting workflow using R Markdown and the  flextable  package to efficiently generate commonly used tables, figures, and listings in Word or slide formats with predefined formatting and narrative elements. Starting from a customizable template, users can adjust layout, styling, and perform basic data handling. Rather than enforcing strict automation, this approach emphasizes reproducibility and user control— minimizing manual formatting work and errors while enabling tailored, efficient outputs for review and documentation.",NA
"rinpharma_530","2025 Conference","Summarization and visualization are essential for interpreting statistical analysis results, but coding programs takes a certain amount of time. However, in interactive discussions, there are situations where it is desirable to understand data/statistical analysis results in a timely manner. In such situations, dynamic summarization and visualization can be expected to promote discussion and speed up decision-making. The statistical analysis software R provides the Shiny package that enables this dynamic activity. In our presentation, we will introduce a method to create dynamic summary tables and Kaplan-Meier plots when subgroup variables and parameters are changed, focusing particularly on survival data, using the Shiny package.","Talk","Y","2025",2025-11-03,"23:35:00","23:50:00","Takumi Imamura | Takahiro Hasegawa","Shionogi | Shionogi","Dynamic Creation of Kaplan-Meier Plots and Summary Measure Tables for Survival Data with R Shiny",NA,"https://youtu.be/Rc10T6D7wos","Summarization and visualization are essential for interpreting statistical analysis results, but coding programs takes a certain amount of time. However, in interactive discussions, there are situations where it is desirable to understand data/statistical analysis results in a timely manner. In such situations, dynamic summarization and visualization can be expected to promote discussion and speed up decision-making. The statistical analysis software R provides the Shiny package that enables this dynamic activity. In our presentation, we will introduce a method to create dynamic summary tables and Kaplan-Meier plots when subgroup variables and parameters are changed, focusing particularly on survival data, using the Shiny package.",NA
"rinpharma_531","2025 Conference","The standard process of developing the slide deck for clinical reporting events includes manually populating numbers from static outputs and a separate QC. The process is time-consuming, resource-intensive, and error-prone. To address these issues, we created “autoslideR”, an R package to automate the slide deck generation for multiple clinical reporting events. autoslideR has successfully supported slide creation for several study endorsement meetings, IMC meetings, as well as dose escalation meetings for early development, saving teams 0.5 to 4 days for the slide deck preparation compared to the time it traditionally takes.

This talk explores the key features and technical advantages of autoslideR, such as supporting customized layout creations from existing templates, as well as adding placeholder slides to accelerate final slide preparation.","Talk","Y","2025",2025-11-03,"23:50:00","00:10:00","Yolanda Zhou | Joe Zhu","Roche | Roche","autoslideR: Streamlining slide deck generation for clinical reporting events",NA,"https://youtu.be/PVjZTC6g0z8","The standard process of developing the slide deck for clinical reporting events includes manually populating numbers from static outputs and a separate QC. The process is time-consuming, resource-intensive, and error-prone. To address these issues, we created “autoslideR”, an R package to automate the slide deck generation for multiple clinical reporting events. autoslideR has successfully supported slide creation for several study endorsement meetings, IMC meetings, as well as dose escalation meetings for early development, saving teams 0.5 to 4 days for the slide deck preparation compared to the time it traditionally takes.  This talk explores the key features and technical advantages of autoslideR, such as supporting customized layout creations from existing templates, as well as adding placeholder slides to accelerate final slide preparation.",NA
"rinpharma_532","2025 Conference",NA,"Schedule only","Y","2025",2025-11-04,"00:10:00","00:20:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_533","2025 Conference","The journey towards end-to-end (e2e) R-based regulatory submissions is one of the most significant transformations in our industry today. While the technical capabilities of R are clear, achieving success is a complex endeavor that requires more than just good code. This keynote draws inspiration from the classical strategic concept of ""天时地利人和"" (The Right Time, Place, and People) to frame the challenges and triumphs of this journey, using a successful e2e submission as a guiding case study.
Shifting from this framework to practice, we will analyze current R adoption trends across China's pharmaceutical landscape, from SDTM to TLG generation. Data reveals that while R is gaining strong traction in analysis and reporting, its use in foundational stages like SDTM creation remains a challenge. This observation leads to two key discussions: first, the pragmatic case for hybrid submissions, leveraging the strengths of both R and SAS, and second, the emerging role of Artificial Intelligence. We will touch upon how the industry is beginning to explore AI to solve complex challenges like SDTM mapping, discussing both the immense opportunities and the practical hurdles ahead.","Keynote","Y","2025",2025-11-04,"00:20:00","01:00:00","Joe Zhu","Roche","From Harmony to Hybrid: Charting a Practical Course for R Adoption in Pharma",NA,"https://youtu.be/nG10kYe_rto","The journey towards end-to-end (e2e) R-based regulatory submissions is one of the most significant transformations in our industry today. While the technical capabilities of R are clear, achieving success is a complex endeavor that requires more than just good code. This keynote draws inspiration from the classical strategic concept of ""天时地利人和"" (The Right Time, Place, and People) to frame the challenges and triumphs of this journey, using a successful e2e submission as a guiding case study. Shifting from this framework to practice, we will analyze current R adoption trends across China's pharmaceutical landscape, from SDTM to TLG generation. Data reveals that while R is gaining strong traction in analysis and reporting, its use in foundational stages like SDTM creation remains a challenge. This observation leads to two key discussions first, the pragmatic case for hybrid submissions, leveraging the strengths of both R and SAS, and second, the emerging role of Artificial Intelligence. We will touch upon how the industry is beginning to explore AI to solve complex challenges like SDTM mapping, discussing both the immense opportunities and the practical hurdles ahead.",NA
"rinpharma_534","2025 Conference","Recent advancements in R have significantly simplified the integration of large language models (LLMs) into data workflows. This session offers a practical overview of how LLMs can be applied in R through a curated set of tools and packages. We highlight several LLM-related packages that boost productivity, support AI-assisted programming, and enable advanced tools such as retrieval-augmented generation (RAG). Real-world examples and demo are provided to demonstrate practical usage. This session is tailored for R users seeking to enhance their workflows with AI-powered capabilities and help illustrate how current available LLM-related package can work.","Talk","Y","2025",2025-11-04,"01:00:00","01:10:00","Mia Chen | Peng Zhang","CIMS Global | CIMS Global","Emerging trend of LLM development in R and implementation",NA,"https://youtu.be/io2BUzHvmSk","Recent advancements in R have significantly simplified the integration of large language models (LLMs) into data workflows. This session offers a practical overview of how LLMs can be applied in R through a curated set of tools and packages. We highlight several LLM-related packages that boost productivity, support AI-assisted programming, and enable advanced tools such as retrieval-augmented generation (RAG). Real-world examples and demo are provided to demonstrate practical usage. This session is tailored for R users seeking to enhance their workflows with AI-powered capabilities and help illustrate how current available LLM-related package can work.",NA
"rinpharma_535","2025 Conference","Most clinicians in cardiology use an online portal such as HeartScore (https://www.escardio.org/Education/Practice-Tools/CVD-prevention-toolbox/HeartScore) or CAD consortium (https://qxmd.com/calculate/calculator_287/pre-test-probability-of-cad-cad-consortium) to calculate a risk score for a patient.

As risk scores continue to evolve and change overtime, it can be a tedious process to recalculate the risk score of many patients as these online portal could only do so one patient at a time.

While there are R package such as CVrisk (https://cran.r-project.org/web/packages/CVrisk/index.html), RiskScorescvd (https://cran.r-project.org/web/packages/RiskScorescvd/index.html) and preventR (https://cran.r-project.org/web/packages/preventr/index.html) dedicated to calculating a patient’s risk of having cardiovascular disease (stroke, heart attack), there is no R package that is dedicated to calculating pretest risk scores for obstructive CAD.

Pretest score for CAD are more useful than risk score for cardiovascular diseases (stroke, heart attack) as early detection and intervention treatment of CAD can lead to better outcomes.

An R package called pretestcad (https://cran.r-project.org/web/packages/pretestcad/index.html) was made to fill this gap, allowing users to calculate these scores () automatically for many patients, prior to deciding if the patient should go for CT scan or invasive coronary angiography to confirm

Examples of such scores are the 2017 PROMISE Minimal-Risk Score and the 2020 Winther et. al. Risk-Factor-weighted Clinical Likelihood (RF-CL) and Coronary Artery Calcium Score-Weighted Clinical Likelihood (CACS-CL) PTP which was recommended to be used in the 2024 ESC Guidelines (https://academic.oup.com/eurheartj/article/45/36/3415/7743115).","Talk","Y","2025",2025-11-04,"01:10:00","01:20:00","Jeremy Selva","National Heart Centre Singapore","An R package to consolidate pretest probability models and guidelines for CAD","https://jauntyjjs.github.io/RPharma2025_pretestcad","https://youtu.be/008bBfihSwM","Most clinicians in cardiology use an online portal such as HeartScore (https//www.escardio.org/Education/Practice-Tools/CVD-prevention-toolbox/HeartScore) or CAD consortium (https//qxmd.com/calculate/calculator_287/pre-test-probability-of-cad-cad-consortium) to calculate a risk score for a patient.  As risk scores continue to evolve and change overtime, it can be a tedious process to recalculate the risk score of many patients as these online portal could only do so one patient at a time.  While there are R package such as CVrisk (https//cran.r-project.org/web/packages/CVrisk/index.html), RiskScorescvd (https//cran.r-project.org/web/packages/RiskScorescvd/index.html) and preventR (https//cran.r-project.org/web/packages/preventr/index.html) dedicated to calculating a patient’s risk of having cardiovascular disease (stroke, heart attack), there is no R package that is dedicated to calculating pretest risk scores for obstructive CAD.  Pretest score for CAD are more useful than risk score for cardiovascular diseases (stroke, heart attack) as early detection and intervention treatment of CAD can lead to better outcomes.  An R package called pretestcad (https//cran.r-project.org/web/packages/pretestcad/index.html) was made to fill this gap, allowing users to calculate these scores () automatically for many patients, prior to deciding if the patient should go for CT scan or invasive coronary angiography to confirm  Examples of such scores are the 2017 PROMISE Minimal-Risk Score and the 2020 Winther et. al. Risk-Factor-weighted Clinical Likelihood (RF-CL) and Coronary Artery Calcium Score-Weighted Clinical Likelihood (CACS-CL) PTP which was recommended to be used in the 2024 ESC Guidelines (https//academic.oup.com/eurheartj/article/45/36/3415/7743115).",NA
"rinpharma_536","2025 Conference","At the workshop hosted by JPMA (DS, KT3) on June 25, 2025, a survey was conducted regarding inquiries on e-Data submitted to PMDA. Results from the survey revealed that the most common inquiries were related to inconsistencies in documentation, such as differences in the MedDRA version and WHO-DD version listed in the Reviewer's Guide and Define.xml, as well as omissions regarding the presence of SUPPxx domains.
To address these inconsistencies, I created an R Shiny app by Vibe Coding using ChatGPT to check for inconsistencies across documents. Despite being a beginner in R, I successfully developed an app to resolve these issues efficiently. This presentation shares the insights gained from the development process.
Additionally, beyond creating e-CRT packages, I hope this example serves as a reference for utilizing Vibe Coding (not limited to R Shiny but potentially using Python or other tools) to develop apps that streamline workflows and improve efficiency in one's daily tasks.","Talk","Y","2025",2025-11-04,"01:20:00","01:30:00","Naoki Yoshida","Takeda","Enhancing Efficiency in e-CRT Creation for PMDA Through R Shiny App Development Using Vibe Coding",NA,"https://youtu.be/IxpeGE32ohY","At the workshop hosted by JPMA (DS, KT3) on June 25, 2025, a survey was conducted regarding inquiries on e-Data submitted to PMDA. Results from the survey revealed that the most common inquiries were related to inconsistencies in documentation, such as differences in the MedDRA version and WHO-DD version listed in the Reviewer's Guide and Define.xml, as well as omissions regarding the presence of SUPPxx domains. To address these inconsistencies, I created an R Shiny app by Vibe Coding using ChatGPT to check for inconsistencies across documents. Despite being a beginner in R, I successfully developed an app to resolve these issues efficiently. This presentation shares the insights gained from the development process. Additionally, beyond creating e-CRT packages, I hope this example serves as a reference for utilizing Vibe Coding (not limited to R Shiny but potentially using Python or other tools) to develop apps that streamline workflows and improve efficiency in one's daily tasks.",NA
"rinpharma_537","2025 Conference","In highly regulated environments where clinical data confidentiality is paramount, traditional AI coding assistants like ChatGPT present two significant challenges: they require data exposure to external systems, and they lack context-specific knowledge of organizational data structures and standards. We present an innovative solution that bridges this gap: a secure, context-aware application that combines large language models (LLMs) with clinical data standards to assist R users in analyzing confidential healthcare data. Our package, built using the open-source project {gptstudio} and Apollo (an internal qualified LLM service) and deployed on Posit Workbench, has the ability to reference our organization’s clinical data standards and other internal documentation. This enables it to generate and execute R code that is precisely tailored to our data structures, variable definitions, and analytical requirements. The system can help the user perform various tasks including exploratory data analysis, data quality checks, putting together a first draft for a {teal} or DaVinci Shiny application, as well as generate TLGs for clinical reporting.

We will demonstrate how this tool serves dual purposes: accelerating the work of experienced R programmers while simultaneously functioning as an educational platform for R learners working with clinical data. Unlike generic AI coding assistants, our solution provides contextually relevant code suggestions that align with organizational standards and practices, all while maintaining data privacy and regulatory compliance. This presentation will showcase real-world applications, discuss the technical architecture, and explore how similar systems could be implemented in other organizations working with sensitive data.","Talk","Y","2025",2025-11-04,"01:30:00","01:50:00","Steven Brooks | Pietro Mascheroni | Xiecheng Gu","Boehringer Ingelheim | Boehringer Ingelheim | Boehringer Ingelheim","{meRlin} - context-aware AI assistant for clinical programming",NA,"https://youtu.be/jIlpBCosVcU","In highly regulated environments where clinical data confidentiality is paramount, traditional AI coding assistants like ChatGPT present two significant challenges they require data exposure to external systems, and they lack context-specific knowledge of organizational data structures and standards. We present an innovative solution that bridges this gap a secure, context-aware application that combines large language models (LLMs) with clinical data standards to assist R users in analyzing confidential healthcare data. Our package, built using the open-source project  gptstudio  and Apollo (an internal qualified LLM service) and deployed on Posit Workbench, has the ability to reference our organization’s clinical data standards and other internal documentation. This enables it to generate and execute R code that is precisely tailored to our data structures, variable definitions, and analytical requirements. The system can help the user perform various tasks including exploratory data analysis, data quality checks, putting together a first draft for a  teal  or DaVinci Shiny application, as well as generate TLGs for clinical reporting.  We will demonstrate how this tool serves dual purposes accelerating the work of experienced R programmers while simultaneously functioning as an educational platform for R learners working with clinical data. Unlike generic AI coding assistants, our solution provides contextually relevant code suggestions that align with organizational standards and practices, all while maintaining data privacy and regulatory compliance. This presentation will showcase real-world applications, discuss the technical architecture, and explore how similar systems could be implemented in other organizations working with sensitive data.",NA
"rinpharma_538","2025 Conference","In this workshop you will be working with the officer and flextable packages to create sophisticated clinical reports in Word format using R with a reproducible approach. Going from clinical data all the way through to complete pharmaceutical report generation. Specifically, we will walk through an end-to-end example focusing on advanced document structure management, complex table creation following pharmaceutical standards, and integration of ggplot2 visualizations. The workshop is divided into two parts: first, discovering the fundamentals of officer and flextable packages, then moving to advanced clinical reporting techniques including section management, headers and footers customization, and cross-reference handling for complete pharmaceutical report composition.","Workshop",NA,"2025",2025-11-04,"08:00:00","10:00:00","David Gohel","ArData","Advanced Clinical Reporting with officer and flextable",NA,NA,"In this workshop you will be working with the officer and flextable packages to create sophisticated clinical reports in Word format using R with a reproducible approach. Going from clinical data all the way through to complete pharmaceutical report generation. Specifically, we will walk through an end-to-end example focusing on advanced document structure management, complex table creation following pharmaceutical standards, and integration of ggplot2 visualizations. The workshop is divided into two parts first, discovering the fundamentals of officer and flextable packages, then moving to advanced clinical reporting techniques including section management, headers and footers customization, and cross-reference handling for complete pharmaceutical report composition.",NA
"rinpharma_539","2025 Conference","Join us for a hands-on, one-day workshop at R/Phama, where we’ll explore the versatility of Quarto output formats. You will learn how to create dynamic websites, professional PDF documents, engaging presentations, and interactive dashboards using Quarto. This workshop highlights Quarto's powerful theming capabilities, including the new support for brand.yml, which ensures that your work maintains a professional and cohesive style across all formats.","Workshop",NA,"2025",2025-11-04,"10:00:00","12:00:00","Isabella Velásquez","Posit","Creating Polished, Branded Documents with Quarto",NA,NA,"Join us for a hands-on, one-day workshop at R/Phama, where we’ll explore the versatility of Quarto output formats. You will learn how to create dynamic websites, professional PDF documents, engaging presentations, and interactive dashboards using Quarto. This workshop highlights Quarto's powerful theming capabilities, including the new support for brand.yml, which ensures that your work maintains a professional and cohesive style across all formats.",NA
"rinpharma_540","2025 Conference","Clinical trials generate complex and standards driven datasets that can slow down traditional data processing tools. This workshop introduces Polars, a cutting-edge Python DataFrame library engineered with a
high-performance backend and the Apache Arrow columnar format for blazingly fast data manipulation. Attendees will learn how Polars lays the foundation for the pharmaverse-py, streamlining the data clinical workflow from database querying and complex data wrangling to the potential task of prepping data for regulatory Tables, Figures, and Listings (TFLs). Discover the 'delightful' Polars API and how its speed dramatically accelerates both exploratory and regid data tasks in pharmaceutical drug development. The workshop is led by Michael Chow, a Python developer at Posit who is a key contributor to open-source data tools, notably helping to launch the data presentation library Great Tables, and focusing on bringing efficient data analysis patterns to Python.","Workshop",NA,"2025",2025-11-04,"13:00:00","15:00:00","Michael Chow | Jeroen Janssens","Posit | Posit","Polars: The Blazing Fast Python Framework for Modern Clinical Trial Data Exploration",NA,NA,"Clinical trials generate complex and standards driven datasets that can slow down traditional data processing tools. This workshop introduces Polars, a cutting-edge Python DataFrame library engineered with a high-performance backend and the Apache Arrow columnar format for blazingly fast data manipulation. Attendees will learn how Polars lays the foundation for the pharmaverse-py, streamlining the data clinical workflow from database querying and complex data wrangling to the potential task of prepping data for regulatory Tables, Figures, and Listings (TFLs). Discover the 'delightful' Polars API and how its speed dramatically accelerates both exploratory and regid data tasks in pharmaceutical drug development. The workshop is led by Michael Chow, a Python developer at Posit who is a key contributor to open-source data tools, notably helping to launch the data presentation library Great Tables, and focusing on bringing efficient data analysis patterns to Python.",NA
"rinpharma_541","2025 Conference","This workshop will focus on the data quality and data documentation workflows that the pointblank package makes possible. We will use functions that allow us to:
(1) quickly understand a new dataset
(2) validate tabular data using rules that are based on our understanding of the data
(3) fully document a table by describing its variables and other important details. The pointblank package was created to scale from small validation problems (“Let’s make certain this table fits my expectations before moving on”) to very large (“Let’s validate these 35 database tables every day and ensure data quality is maintained”) and we’ll delve into all sorts of data quality scenarios so you’ll be comfortable using this package in your organization. Data documentation is seemingly and unfortunately less common in organizations (maybe even less than the practice of data validation). We’ll learn all about how this doesn’t have to be a tedious chore. The pointblank package allows you to create informative and beautiful data documentation that will help others understand what’s in all those tables that are so vital to an organization.","Workshop",NA,"2025",2025-11-04,"15:00:00","17:00:00","Rich Iannone","Posit","How to use pointblank to understand, validate, and document your data",NA,NA,"This workshop will focus on the data quality and data documentation workflows that the pointblank package makes possible. We will use functions that allow us to (1) quickly understand a new dataset (2) validate tabular data using rules that are based on our understanding of the data (3) fully document a table by describing its variables and other important details. The pointblank package was created to scale from small validation problems (“Let’s make certain this table fits my expectations before moving on”) to very large (“Let’s validate these 35 database tables every day and ensure data quality is maintained”) and we’ll delve into all sorts of data quality scenarios so you’ll be comfortable using this package in your organization. Data documentation is seemingly and unfortunately less common in organizations (maybe even less than the practice of data validation). We’ll learn all about how this doesn’t have to be a tedious chore. The pointblank package allows you to create informative and beautiful data documentation that will help others understand what’s in all those tables that are so vital to an organization.",NA
